/home/wyz/data/UG/clips/common_voice_ug_35054016.mp3	җанлиқлар тенидә ирсийәт болуп қалидиғини бәлгиләр болмастин бәлки бәлгиләрни контрол қилидиған ирсийәт факторлиридин ибарәт
/home/wyz/data/UG/clips/common_voice_ug_35054017.mp3	бәк надир темиларни йоллайдикәнсиз сизниң темиңиз маңа бәк яқиду
/home/wyz/data/UG/clips/common_voice_ug_35054018.mp3	үчбулуңниң үч егизлики бир нуқтида кесишидиғанлиқини иккидин артуқ усулдин пайдилинип испатлаң
/home/wyz/data/UG/clips/common_voice_ug_35054019.mp3	гепимни чүшәнмәй туруп яқ демәңа бала тақәтсизлинип варқиривәтти
/home/wyz/data/UG/clips/common_voice_ug_35054056.mp3	филиппин сингапор малайшия һиндонезийә
/home/wyz/data/UG/clips/common_voice_ug_35054057.mp3	қатнаш қораллири велисипит һарва аптобус мотсиклит машина пойиз айропилан парахот сал кемә
/home/wyz/data/UG/clips/common_voice_ug_35054058.mp3	ғени униң көзлиридики сус һаяҗан вә мәстанилиқни байқап үлгүрди
/home/wyz/data/UG/clips/common_voice_ug_35054059.mp3	немидәп қәшқәр йәкән хотән тәрәпләрдә инглиз вә афғанлар алдираш чепишип йүриду
/home/wyz/data/UG/clips/common_voice_ug_35054060.mp3	сиз чарчиған болсиңиз мәнчу
/home/wyz/data/UG/clips/common_voice_ug_35054091.mp3	немидегән чирайлиқ бу мевә чевиләр гоя һазирла үзүлгәндәк көрүнидикән
/home/wyz/data/UG/clips/common_voice_ug_35054092.mp3	әхмәтниң сөзи ахирлишар ахирлашмайла барлиқ балилар вилиқлап күлүшкә башлиди
/home/wyz/data/UG/clips/common_voice_ug_35054093.mp3	нөвәттә у илмий тәтқиқат ишлири билән шуғулланмақта
/home/wyz/data/UG/clips/common_voice_ug_35054094.mp3	қаға чоң бир түп дәрәхниң үстигә ува ясапту
/home/wyz/data/UG/clips/common_voice_ug_35054095.mp3	у бу җандин тойдум дәп қолидики бәтинкини йәргә атти
/home/wyz/data/UG/clips/common_voice_ug_35054178.mp3	сән қәстән шундақ қилдиң
/home/wyz/data/UG/clips/common_voice_ug_35054181.mp3	вақит кетидикән адәмләр кетидикән әмма адәмгә тәсир қилған адәм вә ишлар хатирилинидикән
/home/wyz/data/UG/clips/common_voice_ug_35054185.mp3	алий мәктәп чақириқини тапшурувалған вақтимда бәкму һаяҗанлинип кәттим
/home/wyz/data/UG/clips/common_voice_ug_35054187.mp3	саҗийә болса сутуқ буғраханниң ярлиқи билән дияримизда қурулған тунҗи билим мәрипәт бөшүкиниң намидур
/home/wyz/data/UG/clips/common_voice_ug_35054190.mp3	күч моменти қанчә чоң болса күчниң җисимни айланма һәрикәт қилдуруш роли шунчә чоң болиду
/home/wyz/data/UG/clips/common_voice_ug_35054252.mp3	иран ирақ сәуди әрәбистан йәмән оман әзәрбәйҗан түркийә
/home/wyz/data/UG/clips/common_voice_ug_35054253.mp3	әгәр бир үчбулуңниң икки тәрипи тәң болса бу үчбулуңниң икки булуңи тәң болиду
/home/wyz/data/UG/clips/common_voice_ug_35054254.mp3	шунчилик тәнқидни көтүрәлмәй қалдиңму
/home/wyz/data/UG/clips/common_voice_ug_35054256.mp3	әгәр мениң хисләтлик бойиқим болса қушларға җиқ дан сизип берәттим
/home/wyz/data/UG/clips/common_voice_ug_35054322.mp3	икки күнлүк тәшвиқ вариқи тарқитиш паалийити утуқлуқ ахирлашти
/home/wyz/data/UG/clips/common_voice_ug_35054323.mp3	хизмәт иши билән камандиропкиға чиқип кетип уни йоқлап болалмай толиму хиҗил идим
/home/wyz/data/UG/clips/common_voice_ug_35054325.mp3	мевиләр чақмақ шәклидә ушшақ тоғрилип чойлиға селинип артуқ сүйи еқип болғучә сақитилиду
/home/wyz/data/UG/clips/common_voice_ug_35054386.mp3	тавузниң шипалиқ роли һәқиқәтән көп бу темидинму йәнә йеңи нәрсиләрни биливалдуқ
/home/wyz/data/UG/clips/common_voice_ug_35054389.mp3	бу селиштуруш қизиқарлиқ икән мулаһизә қилишқа әрзийдикән муһим мәсилә оттуриға қоюлупту
/home/wyz/data/UG/clips/common_voice_ug_35054391.mp3	һәсәл һәриси һәмраһлирини әгәштүрүп шаптул чечики нәшпүт чечики қича чечики бар йәргә кәлди
/home/wyz/data/UG/clips/common_voice_ug_35054394.mp3	бир күни расттинла бөрә кәпту
/home/wyz/data/UG/clips/common_voice_ug_35054395.mp3	бовайниң өйини ғурбәтчилик бесипту
/home/wyz/data/UG/clips/common_voice_ug_35054520.mp3	микроскопниң әйнәк силиндириниң икки учида бир гуруппа линза болиду
/home/wyz/data/UG/clips/common_voice_ug_35054522.mp3	гүрүчни ююп қайнақ суға он он бәш минут чилап қойимиз
/home/wyz/data/UG/clips/common_voice_ug_35054523.mp3	шу тапта мениң һечнемини ойлиғум әслигүм йоқ иди
/home/wyz/data/UG/clips/common_voice_ug_35054525.mp3	балилар муәллимигә бир дәстә гүл совға қилди
/home/wyz/data/UG/clips/common_voice_ug_35054526.mp3	параттин кейин әлчиләргә узитиш зияпити берилди
/home/wyz/data/UG/clips/common_voice_ug_35054587.mp3	рәссам рәсимни сизип болуп падишаһқа көрситипту падишаһ рәсимни көрүп әрваһи қириқ гәз өрләпту
/home/wyz/data/UG/clips/common_voice_ug_35054588.mp3	күчләрниң хусусийити җәһәттин қариғанда механикида еғирлиқ күчи еластик күч сүркилиш күчи көп учрайду
/home/wyz/data/UG/clips/common_voice_ug_35054589.mp3	ана тил өгинишимиз һекайә китаблар биләнла чәклинип қалмиди
/home/wyz/data/UG/clips/common_voice_ug_35054590.mp3	ким билиду уму өз тәқдири үстидә ойланмай қалмиғанду
/home/wyz/data/UG/clips/common_voice_ug_35054591.mp3	дөләт пайтәхт өлкә област вилайәт шәһәр наһийә йеза базар кәнт мәһәллә коча
/home/wyz/data/UG/clips/common_voice_ug_35076171.mp3	мән чақчақ билән нормал параңни пәрқләндүрәләймән
/home/wyz/data/UG/clips/common_voice_ug_35076172.mp3	авазиңни үнлүк қилмай сөзлириңни пасаһәтлик қилғин
/home/wyz/data/UG/clips/common_voice_ug_35076173.mp3	һәқиқий ашиқ талай қетим сәндин кәчтим дәйду әмма кечәлмәйду
/home/wyz/data/UG/clips/common_voice_ug_35076174.mp3	мубарәк болсун есил иш бопту уйғур тилимиз радийо долқунлири арқилиқ дуняда яңриғай
/home/wyz/data/UG/clips/common_voice_ug_35076175.mp3	адәмдәк яшиғуң болса сәвәб көрсәтмәй сәвәбини қил сәвәб қилсаң севәттә су тохтайду
/home/wyz/data/UG/clips/common_voice_ug_35076222.mp3	иҗтимаий алақидә башқиларни оңайсизландуридиған соалларни сораштин сақлиниң
/home/wyz/data/UG/clips/common_voice_ug_35076225.mp3	дегән болсиңиз почтидин селип берәттуқ әмәсму
/home/wyz/data/UG/clips/common_voice_ug_35076228.mp3	бизниң тунҗи учришишимиз наһайити қисқа болди
/home/wyz/data/UG/clips/common_voice_ug_35076230.mp3	бәхт өйиңизниң чоңлуқи билән әмәс бәлки өйиңиздин аңлиниватқан күлкә авазлириниң татлиқлиқи биләндур
/home/wyz/data/UG/clips/common_voice_ug_35076273.mp3	апам маңа тойғудәк булмақ бәрмиди
/home/wyz/data/UG/clips/common_voice_ug_35076275.mp3	мидирлап турған қурт көмүлүп қалмайду
/home/wyz/data/UG/clips/common_voice_ug_35076276.mp3	инсанниң кәйпиятиниң қандақ болуши роһий сағламлиққа алаһидә чоң тәсир көрситиду
/home/wyz/data/UG/clips/common_voice_ug_35076279.mp3	силәр тез берип тез келиңлар биз силәрдә мәшәдә сақлап туримиз
/home/wyz/data/UG/clips/common_voice_ug_35076282.mp3	ахшамқи ғунчәм драмиси һәрхил дәрд сеғинишлиримни қозғап қойди
/home/wyz/data/UG/clips/common_voice_ug_35076340.mp3	чоң ишқа йүрүш қилишни өзиңиз қилалайдиған кичик иштин башлаң
/home/wyz/data/UG/clips/common_voice_ug_35076341.mp3	адаләт һамини өз орнини тапиду
/home/wyz/data/UG/clips/common_voice_ug_35076342.mp3	яхшилиқ еғизда әмәс әмәлий һәрикәттә
/home/wyz/data/UG/clips/common_voice_ug_35076343.mp3	у хәлқимиз тәрипидин ядлинип келиватқан һәқиқий хәлқ сәркәрдиси хәлқ палвани хәлқ қошақчиси
/home/wyz/data/UG/clips/common_voice_ug_35076344.mp3	билим бәхт демәктур
/home/wyz/data/UG/clips/common_voice_ug_35076464.mp3	у тамиқини алман талман йеди дә сомкисини елип үстүнки қәвәткә чиқип кәтти
/home/wyz/data/UG/clips/common_voice_ug_35076465.mp3	маңа кәлгән бу инкаслар мән үчүн зор илһам болди маңа зор күч қуввәт беғишлиди
/home/wyz/data/UG/clips/common_voice_ug_35076466.mp3	ғунчә болуп қайта ечилиш пурситимиз йоқ әмма һәр дәқиқидә гүлдәк яшаш һәққимиз бар
/home/wyz/data/UG/clips/common_voice_ug_35076467.mp3	мән икки қизниң аниси вәтәндин айрилғанда чоң қизим сәккиз яшта кичики үч яшта иди
/home/wyz/data/UG/clips/common_voice_ug_35076468.mp3	униң нами мәңгү өчмәйду
/home/wyz/data/UG/clips/common_voice_ug_35076494.mp3	қушму дансиз учалмайду қуруқ тағар өрә турмайду азрақ бирнемә йәвелип маңсила
/home/wyz/data/UG/clips/common_voice_ug_35076495.mp3	сиз йетәкләйдиған биринчи адәм сиз өзиңиз
/home/wyz/data/UG/clips/common_voice_ug_35076496.mp3	ашханидин чиққан қизлар әдәп билән салам беришти
/home/wyz/data/UG/clips/common_voice_ug_35076497.mp3	бирдинла һава тутулуп бир тал йерим талдин ямғур тамчилашқа башлиди
/home/wyz/data/UG/clips/common_voice_ug_35076498.mp3	өзимизгә өзимиз ишәнмисәк башқилар бизгә мәңгү ишәнмәйду
/home/wyz/data/UG/clips/common_voice_ug_35039931.mp3	ич ичидин өртинип қизларға хас аҗизлиқ билән ялғуз дәрәх далдилирида йиғлиди
/home/wyz/data/UG/clips/common_voice_ug_35039933.mp3	орманлиқтики һайванлар ейиқчақниң аилисидин интайин тәсирлинип уларға дәстә дәстә ява гүлләрни тәқдим қипту
/home/wyz/data/UG/clips/common_voice_ug_35039934.mp3	әтә чүштин бурун саәт сәккизләрдә көрүшәйли
/home/wyz/data/UG/clips/common_voice_ug_35039935.mp3	һәр бир уйғурниң баш тарталмайдиған мәҗбурийити пәрзәнтлиригә уйғур тилида сөзлишишни вә йезишни өгитиштур
/home/wyz/data/UG/clips/common_voice_ug_35039936.mp3	башқиларни чүшиниш барлиқ һессиятниң асаси
/home/wyz/data/UG/clips/common_voice_ug_35039967.mp3	өлчәш нәтиҗисини тәһлил қилип ток күчи билән ток бесими арисидики мунасивәтни тепип чиқиң
/home/wyz/data/UG/clips/common_voice_ug_35039970.mp3	бу қизниң нахшилирини бәкму яқтуримән әгәр бу хәвәрни балдуррақ аңлиған болсам нәқ мәйдандин көрәттим
/home/wyz/data/UG/clips/common_voice_ug_35039973.mp3	қиливатқан ишиңизни баштин ахир бир хил давамлаштуруң
/home/wyz/data/UG/clips/common_voice_ug_35039976.mp3	бу бир пирограмма тили навада тор йүзи пирограммилириға қизиқсиңиз у сизниң яхши таллишиңиз болалайду
/home/wyz/data/UG/clips/common_voice_ug_35039986.mp3	адәм болмисаң әқлиң билән әхмәқ болисән сақилиң билән
/home/wyz/data/UG/clips/common_voice_ug_35039987.mp3	уссул түздә яхши гәп йүздә яхши
/home/wyz/data/UG/clips/common_voice_ug_35039988.mp3	һәммәйлән мениң пикримгә бирдәк қошулди
/home/wyz/data/UG/clips/common_voice_ug_35039989.mp3	математика истатистика физика химийә бийологийә җуғрапийә геологийә астрономийә учур илми
/home/wyz/data/UG/clips/common_voice_ug_35039990.mp3	тәҗрибә ишлигәндә чоқум пакиз әсваблар ишлитилиши керәк ундақ болмайдикән тәҗрибә нәтиҗисигә тәсир йетиду
/home/wyz/data/UG/clips/common_voice_ug_35040006.mp3	мән чоң өйдин айрилғандин кейин хели вақитларғичә дадамниң әһвалидин хәвәр алалмай әнсирәп йүрдүм
/home/wyz/data/UG/clips/common_voice_ug_35040007.mp3	биз һеч йәрдә арам алмай йолимизни давамлаштуривәрдуқ
/home/wyz/data/UG/clips/common_voice_ug_35040008.mp3	маңа һечким һечнемә демисун демәкчимусән
/home/wyz/data/UG/clips/common_voice_ug_35040009.mp3	балам өлүп кәтсә йәнә туғувалсам болиду әмма вәтәнни қайта туғқили болмайду
/home/wyz/data/UG/clips/common_voice_ug_35040011.mp3	һәр юртниң шевиси өзгичә һәм сөйүмлүк
/home/wyz/data/UG/clips/common_voice_ug_35040037.mp3	бу һекайиләр раван шундақла юмуристик хусусийәткә бай тил билән йезилғанлиқтин кишини наһайити җәлп қилиду
/home/wyz/data/UG/clips/common_voice_ug_35040038.mp3	бу йилқи мубарәк рамизан ейимизда гүзәл әслимиләрни қалдуруш үчүн тәйярлиқимизни башливәттуқ
/home/wyz/data/UG/clips/common_voice_ug_35040039.mp3	у бүгүн әтәй чатақ чиқарди
/home/wyz/data/UG/clips/common_voice_ug_35040040.mp3	ортақ нуқтилиқ күчләрниң тәсиригә учриған җисим қандақ шәртләр астида тәңпуңлуқни сақлиялайду
/home/wyz/data/UG/clips/common_voice_ug_35040041.mp3	турпан музейни мәнму көргән һәқиқәтән есил икән
/home/wyz/data/UG/clips/common_voice_ug_35040063.mp3	қурбан һейтиңизға мубарәк болсун
/home/wyz/data/UG/clips/common_voice_ug_35040064.mp3	су рәңсиз тәмсиз пурақсиз суюқ җисим
/home/wyz/data/UG/clips/common_voice_ug_35040066.mp3	пәсилләр әтияз яз күз қиш
/home/wyz/data/UG/clips/common_voice_ug_35040068.mp3	әгәр бир төт тәрәпликниң төт тәрипи тәң болса бу төт тәрәплик кивадрат болиду
/home/wyz/data/UG/clips/common_voice_ug_35040071.mp3	барлиқ аниларниң хатирҗәм һәм бәхт ичидә өтүшини тиләймән
/home/wyz/data/UG/clips/common_voice_ug_35040099.mp3	һөрмәт қилсаң һөрмәт көрүрсән
/home/wyz/data/UG/clips/common_voice_ug_35040105.mp3	һәммимиз бу мәсилигә көңүл бөләйли бу һәқтә баш қатурайли издинәйли пикирлишәйли
/home/wyz/data/UG/clips/common_voice_ug_35040106.mp3	кишиләр иккидин үчтин келишкә башлиди
/home/wyz/data/UG/clips/common_voice_ug_35040108.mp3	қариғай оқ йилтизлиқ яғач ғоллуқ соғуққа чидамлиқ егиз өсидиған өсүмлүк
/home/wyz/data/UG/clips/common_voice_ug_35040112.mp3	әң яхши нәсиһәт яхши өрнәк болуштур
/home/wyz/data/UG/clips/common_voice_ug_35040113.mp3	мән көсәй билән тонурдики отни чухчилидим
/home/wyz/data/UG/clips/common_voice_ug_35040114.mp3	адаш йәнә кона хаманни соруп мениң йүзүмни төкидиған ишни қилма җуму
/home/wyz/data/UG/clips/common_voice_ug_35040115.mp3	сизни һечким издимиди
/home/wyz/data/UG/clips/common_voice_ug_35040116.mp3	һелиқи адәм бүгүн икки туяқ қой сетивалди
/home/wyz/data/UG/clips/common_voice_ug_35040135.mp3	сән кичик әмәс он сәккизгә кирдиң
/home/wyz/data/UG/clips/common_voice_ug_35040136.mp3	өзүмни тутувалалмай бәк күлүп кәттим
/home/wyz/data/UG/clips/common_voice_ug_35040137.mp3	абдуреһим өткүр шеирлирини бәк яхши көримән мәзмуни һәқиқәтән чоңқур
/home/wyz/data/UG/clips/common_voice_ug_35040139.mp3	дадам билән биллә үрүмчигә барғанда шундақ көп җайларни саяһәт қилдуқ
/home/wyz/data/UG/clips/common_voice_ug_35040140.mp3	әй ана вәтиним сени бәкму сеғиндим
/home/wyz/data/UG/clips/common_voice_ug_35040141.mp3	мән бир қизил алма йедим
/home/wyz/data/UG/clips/common_voice_ug_35040143.mp3	бу йәрдә бир яз бир қишни өстәң чепиш билән өткүздуқ
/home/wyz/data/UG/clips/common_voice_ug_35040145.mp3	мән сәпсалдим у өз вақтида бәстлик қавул адәм иди һелиму шундақ турупту
/home/wyz/data/UG/clips/common_voice_ug_35040147.mp3	у қайтип келипла ғулҗиға униңдин кейин қәшқәргә турмуш өгиниш үчүн кетип қалди
/home/wyz/data/UG/clips/common_voice_ug_35040179.mp3	бизниң аилидә төт җан бар дадам апам укам вә мән
/home/wyz/data/UG/clips/common_voice_ug_35040180.mp3	улар бүк барақсан мевизарлиқта уяқ буяққа учуп анисиға әгишип зиянлиқ қуртларни тутуп йәйдиған бопту
/home/wyz/data/UG/clips/common_voice_ug_35040182.mp3	бу мақалидә һәтта мәсилини һәл қилиш йоллириму наһайити гүзәл шәкилдә оттуриға қоюлупту
/home/wyz/data/UG/clips/common_voice_ug_35040184.mp3	буларниң һәммиси өтмүш һәммиси тарих һәммиси йоруқ дуня үчүн болған ишлар
/home/wyz/data/UG/clips/common_voice_ug_35040225.mp3	икки маддий нуқтиниң сизиқлиқ тезликлири тәң болса радиуси кичик болғининиң булуңлуқ тезлики чоң болиду
/home/wyz/data/UG/clips/common_voice_ug_35040227.mp3	адәм бәдинидики қалқансиман бәзниң ишлиши үчүн йод керәк болиду
/home/wyz/data/UG/clips/common_voice_ug_35040228.mp3	бүгүн сениң райиң бойичә иш көрәй бу ишни сениң бәҗа кәлтүрүшүңгә тапшурдум
/home/wyz/data/UG/clips/common_voice_ug_35040230.mp3	рәңләр ақ қара қизил сериқ көк йешил бинәпшә апелсин рәң һалрәң қоңуррәң күлрәң
/home/wyz/data/UG/clips/common_voice_ug_35040252.mp3	мән баш мудирға доклат қилған болсам у чоқум бу йиғинға өзи биваситә қатнашқан болатти
/home/wyz/data/UG/clips/common_voice_ug_35040253.mp3	паалийәтниң алдидики һәрқандақ вәзипиләрни җан дил билән орундашқа тәйярмән
/home/wyz/data/UG/clips/common_voice_ug_35040254.mp3	интизам күчәйтилсә ишлиримизда утуқ қазиналаймиз
/home/wyz/data/UG/clips/common_voice_ug_35040255.mp3	бу вәзипиләрни кечиктүрмәй бәҗа кәлтүримән
/home/wyz/data/UG/clips/common_voice_ug_35040256.mp3	у тәбиәт һадисилиригә қаттиқ қизиқип йүрәтти
/home/wyz/data/UG/clips/common_voice_ug_35040276.mp3	йиғин йәнә йерим саәттин кейин түгиши мумкин шу чағда көрүшсиңиз бималал сөзлишәләйсизғу
/home/wyz/data/UG/clips/common_voice_ug_35040277.mp3	бовай бир чәткирәк сүрүлүп униңға орун бошитип бәрди
/home/wyz/data/UG/clips/common_voice_ug_35040279.mp3	пақа тоңлуқ билән җаваб берипту
/home/wyz/data/UG/clips/common_voice_ug_35040281.mp3	барлиқ җапакәш аниларниң байримини чин дилимдин қутлуқлаймән
/home/wyz/data/UG/clips/common_voice_ug_35040283.mp3	орманлиқтики дәрәхләр һавадики пакиз болмиған газларни сүмүрүп андин биз нәпәслинидиған оксигенни чиқирип бериду
/home/wyz/data/UG/clips/common_voice_ug_35040300.mp3	бу һөснхәтләр аз болупту саз болупту болса көпрәк йоллаң
/home/wyz/data/UG/clips/common_voice_ug_35040301.mp3	қумул аратүрүк баркөл
/home/wyz/data/UG/clips/common_voice_ug_35040318.mp3	әгәр қолумда ипар болған болса униң һидидин әтрапимдикиләрни һузурландураттим
/home/wyz/data/UG/clips/common_voice_ug_35040319.mp3	достум совға қилған бу қорчақ бәкму чирайлиқ икән
/home/wyz/data/UG/clips/common_voice_ug_27114616.mp3	җәңдә ким һошяр вә сәгәк болса шүбһисизки у дүшмәнгә палакәт кәлтүриду
/home/wyz/data/UG/clips/common_voice_ug_27114619.mp3	икки баш бир йәргә җим болғучә хели ишлар өтидиған гәп
/home/wyz/data/UG/clips/common_voice_ug_27114621.mp3	бу геометирийәлик җисимлар аддий бирикмә җисимлар дәп атилиду
/home/wyz/data/UG/clips/common_voice_ug_27114624.mp3	мән мушундақ иссиқ вә һаяҗанлиқ туйғуларда сән һәққидики хиялларға ғәрқ болимән
/home/wyz/data/UG/clips/common_voice_ug_27114625.mp3	җеним балам сени көридиған күнләрму болидикән һә
/home/wyz/data/UG/clips/common_voice_ug_27114707.mp3	мәктәпниң һәммила нәрсиси бизни сөйүндүриду
/home/wyz/data/UG/clips/common_voice_ug_27114710.mp3	у биз билән биллә ухлайдиған биллә орнидин туридиған болди
/home/wyz/data/UG/clips/common_voice_ug_27114712.mp3	мәлум бир шәһәрдики бир сода сарийида йеңи йиллиқ сетишни тезлитиш мукапати тәсис қилинған
/home/wyz/data/UG/clips/common_voice_ug_27114713.mp3	пирзима пирамида кесик пирамидаларниң һәммиси көп яқлиқлардур
/home/wyz/data/UG/clips/common_voice_ug_27114743.mp3	күз кәпту мевилик дәрәхләрдә ғуччидә мевиләр пишипту
/home/wyz/data/UG/clips/common_voice_ug_27114744.mp3	катерға чүшүп ойнидуқ
/home/wyz/data/UG/clips/common_voice_ug_27114745.mp3	қалған балилар униңға әгишип тәкрарлайтти
/home/wyz/data/UG/clips/common_voice_ug_27114746.mp3	яхши көрүшниң өзи техи сәвәб нәтиҗә әмәс
/home/wyz/data/UG/clips/common_voice_ug_27114747.mp3	бир чағда ишик ечилип оттура бой бир киши кирип кәлди
/home/wyz/data/UG/clips/common_voice_ug_27114757.mp3	улардики мәсилә болса мәбләғниң кәмчил болуши әмәс бәлки пиланниң кәмчил болушидур
/home/wyz/data/UG/clips/common_voice_ug_27114758.mp3	җандин кәчмигүчә җананға йәтмәс
/home/wyz/data/UG/clips/common_voice_ug_27114759.mp3	алимҗан бу кәшпиятини он сәккиз милйонға сатмиғанлиқини ейтти
/home/wyz/data/UG/clips/common_voice_ug_27114760.mp3	итниң касапити итқа тегәр һурунниң касапити ишчанға
/home/wyz/data/UG/clips/common_voice_ug_27114805.mp3	дүшминим кичик дәп бихуд болма униңдин немишқа қорқимән дәп чоң сөзлимә
/home/wyz/data/UG/clips/common_voice_ug_27114806.mp3	мираб яйлар йүгүрүшүп кәлди
/home/wyz/data/UG/clips/common_voice_ug_27114807.mp3	бәш бармақ еғизға сиғмас
/home/wyz/data/UG/clips/common_voice_ug_27114808.mp3	үрүмчи хәлқи әқил парасәтлик ишчан меһмандост
/home/wyz/data/UG/clips/common_voice_ug_27114809.mp3	у ясинни чоқум мәсхирә қилиду
/home/wyz/data/UG/clips/common_voice_ug_27114845.mp3	йетип йесәң тағ тошумас
/home/wyz/data/UG/clips/common_voice_ug_27114848.mp3	бир санлар арқимуарқилиқиниң омуми әза формулисидин пайдилинип униң қайси хусусийәтлирини ениқлиялаймиз
/home/wyz/data/UG/clips/common_voice_ug_27114849.mp3	сүбһи бир күни сәһәрдә телефон қилипту
/home/wyz/data/UG/clips/common_voice_ug_27114850.mp3	һарған ешәк йетип һаңрайду
/home/wyz/data/UG/clips/common_voice_ug_27114874.mp3	улар узақ параңлашти чүшкә йеқин өйгә пәрихә кирип кәлди
/home/wyz/data/UG/clips/common_voice_ug_27114875.mp3	бизниң турмушимиз худди рәңгарәң рәсимләргә охшайду
/home/wyz/data/UG/clips/common_voice_ug_27114876.mp3	ортақ нуқтилиқ күчләрниң тәсиригә учурған җисим қандақ шәртләр астида тәңпуңлуқни сақлиялайду
/home/wyz/data/UG/clips/common_voice_ug_27114890.mp3	яйлақ мамкапларға толуп кәткән
/home/wyz/data/UG/clips/common_voice_ug_27114891.mp3	күз ямғури алтун рәңни етизларға бәрди
/home/wyz/data/UG/clips/common_voice_ug_27114892.mp3	икки қирғаққа латқилар учуп чиқмақта адәмләр варқирашмақта
/home/wyz/data/UG/clips/common_voice_ug_27114894.mp3	балам көпәйтиш бөлүш қошуш елиш әмәллирини һесаблашни яхши өгинивалди
/home/wyz/data/UG/clips/common_voice_ug_27114938.mp3	оқуғанда худди әң йеқин адимиңиз билән параңлишиватқандәк һаләттә оқуң
/home/wyz/data/UG/clips/common_voice_ug_27114941.mp3	бу пул инсан һаятини қалтис һузур һалавәткә сазавәр қилиду
/home/wyz/data/UG/clips/common_voice_ug_27114943.mp3	хәлқара бирликләр системисида тезликниң бирлики метир һәр секунт
/home/wyz/data/UG/clips/common_voice_ug_27114946.mp3	бирини яхши көрүшкә сәвәб кетәмду
/home/wyz/data/UG/clips/common_voice_ug_27114947.mp3	у мәндин бир күнлүк чоң икән
/home/wyz/data/UG/clips/common_voice_ug_27115007.mp3	кишигә колиған ориға өзи чүшәр
/home/wyz/data/UG/clips/common_voice_ug_27115009.mp3	төт бәш күн кечиккәнгә башлиқлириңиз бир немә дәп кәтмәс
/home/wyz/data/UG/clips/common_voice_ug_27115010.mp3	әтиси чүштә парахот хоккайдоға йетип кәлди
/home/wyz/data/UG/clips/common_voice_ug_27115012.mp3	бирәр маһарәтни өгиниш үчүн сәврчан болуш керәк ундақ болмиғанда һечнемини өгәнгили болмайду
/home/wyz/data/UG/clips/common_voice_ug_27115014.mp3	улар тағ қаптилиға киргәндә бириниң йоған ташқа тикилип қарап турғинини көрди
/home/wyz/data/UG/clips/common_voice_ug_27133466.mp3	вапасиз адәмдин вападар ит яхши
/home/wyz/data/UG/clips/common_voice_ug_27133468.mp3	көз алмиси худди бир фото аппаратқа охшайду
/home/wyz/data/UG/clips/common_voice_ug_27133469.mp3	нуриниң қисқа һекайиси муәллимгә яққан иди
/home/wyz/data/UG/clips/common_voice_ug_27133471.mp3	лекин у кишиләр махтап йүргән адәмни бундақ асанла көрүвалимән дәп ойлимиған иди
/home/wyz/data/UG/clips/common_voice_ug_27133472.mp3	еғирлиқ йоқалған шараит астида кристал тәкши өсиду
/home/wyz/data/UG/clips/common_voice_ug_27133476.mp3	яхши кишиниң дүшмәнлик болуши ениқ яманға дүшмән йоқ чүнки явуз киши өлүктур
/home/wyz/data/UG/clips/common_voice_ug_27133477.mp3	бүгүн саәт тоққузда арқа дәрвазиға чиқидиғанлиқимни унтуп дохтурханиға бериптимән
/home/wyz/data/UG/clips/common_voice_ug_27133478.mp3	әң болмиғанда биз билән бир мәслиһәт қилсаң болуптикән
/home/wyz/data/UG/clips/common_voice_ug_27133479.mp3	иккинчи йили бала йәнә тохтам түзгили берипту
/home/wyz/data/UG/clips/common_voice_ug_27133480.mp3	биз аилиләрдә нәй лампини көп ишлитимиз
